style-scope src,yt-simple-endpoint href,style-scope,yt-simple-endpoint,yt-simple-endpoint href 2,ytAttributedStringHost,style-scope 2,ytCoreImageHost src,style-scope 3,,,,,
https://yt3.ggpht.com/ytc/AIdro_n4UZpJcNBPEYSOcq-DuOdylJUxKP3rD30vjZiCO_8=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@defrichris6681,@defrichris6681,2 minggu yang lalu,https://www.youtube.com/watch?v=UEMXK7wqDDQ&lc=UgyS8oYIOxEwSpWGF8h4AaABAg,"Setelah main raja-rajaan muncul lah super-superan ,agak lain emng",,https://www.youtube.com/s/gaming/emoji/7ff574f2/emoji_u1f605.png,Terjemahkan ke bahasa Indonesia,,,,,
https://yt3.ggpht.com/aL_ss3uPnb7rZWP-gMZKIHb9g3IaEjsVzzdnwKjrDybWi2Qtn9fwFCNpl5BQAb0S77oRLTi1=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@NightmaresUnveiled-i9q,@NightmaresUnveiled-i9q,2 minggu yang lalu,https://www.youtube.com/watch?v=UEMXK7wqDDQ&lc=Ugwhj0cT8J-RgTGkqxx4AaABAg,i feel bad for nino,1,,,,,,,
https://yt3.ggpht.com/ytc/AIdro_lz_mBk9NT4zViU2r74HhEN0EH9mCD2rILmiYhNF4z_3Q=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@irvanzulkifli4863,@irvanzulkifli4863,2 minggu yang lalu,https://www.youtube.com/watch?v=UEMXK7wqDDQ&lc=UgwsmJmNiCOtd4QPhGJ4AaABAg&pp=0gcJCSIANpG00pGi,Tambah lawak aja ni team super,,,Terjemahkan ke bahasa Indonesia,,,,,
https://yt3.ggpht.com/ytc/AIdro_n0StiouyTsfF1GZvkSLfSJE00sL7fOVJ9WAphsgGjtp9s=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@acengwilliam5493,@acengwilliam5493,2 minggu yang lalu,https://www.youtube.com/watch?v=UEMXK7wqDDQ&lc=Ugxt7lrphwQTqE8OSHZ4AaABAg,"Apa itu rinz toy masi dimainin, mungkin wktu scrim bagus mereka tapi pas  di mpl mentalnya cupu, makanya masi dipilih karan apas scrim jago mainya",1,,,,,,,
https://yt3.ggpht.com/ytc/AIdro_lgwer-_rK_bNhWapgrEjn73UkybZwKAPYsgSisRQ=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@andreramadhan4295,@andreramadhan4295,2 minggu yang lalu,https://www.youtube.com/watch?v=UEMXK7wqDDQ&lc=Ugx-6vMt9JcNl3--P1J4AaABAg,super sekali,,https://www.youtube.com/s/gaming/emoji/7ff574f2/emoji_u1f602.png,,,,,,
https://yt3.ggpht.com/ZTw9p4gYE6MoWTuBw2IHAssLTe78LKLcIJxcK5qASSmK-TwOq_71KcVznxDmYPGzXrQGwirR=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@bintangbae1537,@bintangbae1537,2 minggu yang lalu,https://www.youtube.com/watch?v=UEMXK7wqDDQ&lc=Ugw4Hr1CLK5Gt5ckh-J4AaABAg,req regum QEOK,1,,Terjemahkan ke bahasa Indonesia,,,,,
https://yt3.ggpht.com/zXiRByunGBirzPoAMIPGHyPwkeYur56HYat0t69NEuD52Zg7ewYpZFQPU44kywtBOP-bLHz2FQ=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@rsqchannel,@rsqchannel,2 minggu yang lalu,https://www.youtube.com/watch?v=UEMXK7wqDDQ&lc=Ugz40uZExh-rDXotILx4AaABAg,"udah tau match 1 YSS jadi mm kek ayam,di pick lagi di match 3, kocaklah mau menyaingi kelra",,https://www.youtube.com/s/gaming/emoji/7ff574f2/emoji_u1f923.png,,,,,,
https://yt3.ggpht.com/IEec5dHQJ2DHboWGHFnRKtgXYGUnKRUKMOhbz7wShdhMTnBIZivPP5lzW7shYPpBqBb4AS-wwQ=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@derisp9516,@derisp9516,2 minggu yang lalu,https://www.youtube.com/watch?v=UEMXK7wqDDQ&lc=UgxK9IlAX4gRU-XuCYB4AaABAg,2.42.30,1,,,,,,,
https://yt3.ggpht.com/ytc/AIdro_lmpISidsViB6M-lEXdlOfRXjKhMVw3FTCm0rHDm6GptQ=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@mangupiel9224,@mangupiel9224,2 minggu yang lalu,https://www.youtube.com/watch?v=UEMXK7wqDDQ&lc=Ugyhc-fCPnG0h7kT0EV4AaABAg,Mm gk berani nge damage masih dipertahankan,,,,,,,,
https://yt3.ggpht.com/ytc/AIdro_nlxcyAZPoeb0TtHuLoF1IT_yb3yrUMXPeRUX3UB7fK3cfa2_g1rlcAw0kCzBs0InPpZg=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@Oncong-r3h,@Oncong-r3h,2 minggu yang lalu,https://www.youtube.com/watch?v=UEMXK7wqDDQ&lc=UgwG1-qanBZNTttCrhd4AaABAg,"Lucu toy, gak tau make obsidia jelas banget",,,,,,,,
https://yt3.ggpht.com/ytc/AIdro_lSd3DscVd2_IqwjcI6b2gf6lWPiRHoeUo6-UHyYwQseV4=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@apasajacenel4793,@apasajacenel4793,2 minggu yang lalu,https://www.youtube.com/watch?v=UEMXK7wqDDQ&lc=UgxuHNoRuS65y2xCu454AaABAg,Rins kumar lol  idok buka map darah setengah,,https://www.youtube.com/s/gaming/emoji/7ff574f2/emoji_u1f602.png,Terjemahkan ke bahasa Indonesia,,,,,
https://yt3.ggpht.com/ytc/AIdro_nw9W0q9bsK9R4D6FqJA0D1rSIELWsGIS132EvM0DDtPEk=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@sofhidwiananta9037,@sofhidwiananta9037,2 minggu yang lalu,https://www.youtube.com/watch?v=UEMXK7wqDDQ&lc=Ugx5MtoctfgWoN8wHO94AaABAg,Mantab teruskan pak ap. Mpl id btuh hiburan dari super,,,,,,,,
https://yt3.ggpht.com/ytc/AIdro_n-vprYyV_kc4t95fj7ts2JpbLJYsyeC2vQlYgQZAs=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@AbdulHaris023,@AbdulHaris023,2 minggu yang lalu,https://www.youtube.com/watch?v=UEMXK7wqDDQ&lc=UgyuWZpSTNGp2gwXlrp4AaABAg,"Giliran nonton mpl ph ga ada kill bosen, ini disuguhi bnyk kill malah gampang ketebak yg menang siapa... Bosen",,https://www.youtube.com/s/gaming/emoji/7ff574f2/emoji_u1f971.png,,,,,,
https://yt3.ggpht.com/Wj2WjilbvKBO6yJcEV-1uNsphSm8wXeWy8oDvCHz8niGXAT7CHZ-NigtPCZRa9kMEaL536OQdQ=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@omqi,@omqi,2 minggu yang lalu,https://www.youtube.com/watch?v=UEMXK7wqDDQ&lc=UgzyvXE9MF-50C5HRGF4AaABAg,"Ancur bener rrq super""an tapi maennya kacau , yg harusnya di ganti kaga diganti sih",1,https://www.youtube.com/s/gaming/emoji/7ff574f2/emoji_u1f602.png,,,,,,
https://yt3.ggpht.com/a9eHfoBNRqqViYZz73F7PIFU4jewCv1bXrjVNBR6GMkFj-FgmRSYDkK7FTMpMKGPUozfxIiaBw=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@ArkaAuraTerkuat,@ArkaAuraTerkuat,2 minggu yang lalu,https://www.youtube.com/watch?v=UEMXK7wqDDQ&lc=Ugz_0J70nilHxk53BnV4AaABAg,Kasih aja telur terus si RRQ,1,,,,,,,
https://yt3.ggpht.com/ytc/AIdro_nLYco7LnbjWGzwVvrVJRGeKZfL7oyHWluBWGKNaJDKD461PFr6xf37bATlNQRMY9C7ug=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@ghost77-m2k,@ghost77-m2k,2 minggu yang lalu,https://www.youtube.com/watch?v=UEMXK7wqDDQ&lc=UgylLmyWvawX0Pyt1EJ4AaABAg,MASI INGET KATA2 ROSTER INI BISA MENYAINGI PH DI SCREAM ??????,1,,,,,,,
https://yt3.ggpht.com/m7DSdiYSvYGDnys4znxAKYb2vJzCKWk887mb_aLaPeuX9m3vzcvMW9v4-tVqS0vNgic6aRFaVPU=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@Luna15-A,@Luna15-A,2 minggu yang lalu,https://www.youtube.com/watch?v=UEMXK7wqDDQ&lc=Ugw9eH0023M036osuvJ4AaABAg,"RRQ RRQ BADUT YA BADUT, seru deh",,,,,,,,
https://yt3.ggpht.com/ytc/AIdro_m_u8q8PQuuwasnsvA6HcWNnQOy4E9IknxOF4z5Hkt3CXWlTAE0MiksI9oF40grXAO5Ow=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@TamaGanteng-i6c,@TamaGanteng-i6c,2 minggu yang lalu,https://www.youtube.com/watch?v=UEMXK7wqDDQ&lc=UgzW5JvlfG0J0dT3QEB4AaABAg,Kalah kok pakai bawa bawa onic ph juga lay,2,https://www.youtube.com/s/gaming/emoji/7ff574f2/emoji_u1f602.png,,,,,,
https://yt3.ggpht.com/lOdHhGkHypJHD0QUUR_SA3FTB7giBZGsii_VOR28TQhFLXRyfPeyigbXp1hMGpru73SQ0SAy=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@IlhamMuzaki-l3k,@IlhamMuzaki-l3k,2 minggu yang lalu,https://www.youtube.com/watch?v=UEMXK7wqDDQ&lc=UgwYKq_QVZzo0Faq9od4AaABAg,Rinz kenapa dimainin sih drak sistem epic dimainin,1,https://www.youtube.com/s/gaming/emoji/7ff574f2/emoji_u1f602.png,,,,,,
https://yt3.ggpht.com/ytc/AIdro_mue0mP1dOuAzWn2ZeTcIp-GbtLT6Q4HVM0v7Hvx-QU78RpTI8NFev8bgvJU4V1SPoKXg=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@hamelockntr,@hamelockntr,2 minggu yang lalu,https://www.youtube.com/watch?v=UEMXK7wqDDQ&lc=Ugxq8xIcZWyoSUWMNRt4AaABAg&pp=0gcJCSIANpG00pGi,udah ya main super superan nya upssss,,https://www.youtube.com/s/gaming/emoji/7ff574f2/emoji_u1f602.png,,,,,,
https://yt3.ggpht.com/ytc/AIdro_kjQoG1tFZDJQxX5DaX_o_nOqFnEpqD_UU8ljudFLOJHK0=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@fachricell800,@fachricell800,2 minggu yang lalu,https://www.youtube.com/watch?v=UEMXK7wqDDQ&lc=UgxDN5K2CvKFWJukGTB4AaABAg,KALAH SAMA PAK TARNO... ANGKARA MESSI,,https://www.youtube.com/s/gaming/emoji/7ff574f2/emoji_u1f602.png,,,,,,
https://yt3.ggpht.com/ytc/AIdro_mJWnsy-4D0HHK7e70lAjKZZtXkBBcCBOJGArgGB83flQAgJc3mP46709hKr12KPbfx0A=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@subuejingray4991,@subuejingray4991,2 minggu yang lalu,https://www.youtube.com/watch?v=UEMXK7wqDDQ&lc=Ugx4l9bQbhxLm7vg-EZ4AaABAg,"(SUPERTOYYY) toy tetaplah toy, tembak toytoytoy",,,Terjemahkan ke bahasa Indonesia,,,,,
https://yt3.ggpht.com/Us9B34gZHmsewDd5Bug9p7bY7dx738av8dttAwIlZTS8ayRZ817maMw-JCWXzeypLDAzxgxZGg=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@IrfanR,@IrfanR,2 minggu yang lalu,https://www.youtube.com/watch?v=UEMXK7wqDDQ&lc=Ugw-X3Wi5gjQdoEj0YR4AaABAg,hari pertama diluar prediksi semua kwkw,@IrfanR,,,,,,,
https://yt3.ggpht.com/ytc/AIdro_m9ypK66U0ezXI88G2ciLtMgkM9dYseL0dLfSNWPedr1xOif6SSxzTcFtMnm8iTpUGhTg=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@gawemenghibur,@gawemenghibur,2 minggu yang lalu,https://www.youtube.com/watch?v=UEMXK7wqDDQ&lc=Ugyo7asTUCxZKmF2DM54AaABAg,Bayangin betapa banyak nya uang yang di hasilkan dan saya masih berjuang merawat ibuku sakit stroke ya allah,,,,,,,,
https://yt3.ggpht.com/ytc/AIdro_liqCAd4N-aVwq1CRyqGV7vcbm85SeTgzg1ra_z96Sq_w=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@MsMajorRock,@MsMajorRock,2 minggu yang lalu,https://www.youtube.com/watch?v=UEMXK7wqDDQ&lc=Ugw2bscOB1VCMnky_HV4AaABAg,Bau2 sutsujin masuk roaster lagi ni,,,Terjemahkan ke bahasa Indonesia,,,,,
https://yt3.ggpht.com/929_IggS6HiZSdgBtfKzsuqxkGz5Zx7O3aD-n180TTzvekjqC0i-wCQuCn_adWOpIkVnZeTv=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@hypervenoms,@hypervenoms,2 minggu yang lalu,https://www.youtube.com/watch?v=UEMXK7wqDDQ&lc=UgzuB6pdXXjcRJIxi9V4AaABAg,enak banget opor telur,,,,,,,,
https://yt3.ggpht.com/ytc/AIdro_lWxs76FWK3zH4OnQKAfU05BzT8Ao-KUCqwhdh5X6s4POOHta4ToH0skn4tyf_yydneLw=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@KentangGoreng-t3n,@KentangGoreng-t3n,2 minggu yang lalu,https://www.youtube.com/watch?v=UEMXK7wqDDQ&lc=Ugwg0tRP3rBjsXRfF-B4AaABAg,"Lebih baik namanya Toylol, lah ini di tambahin super
Jadi SuperToylol lah",,https://www.youtube.com/s/gaming/emoji/7ff574f2/emoji_u1f602.png,,,,,,
https://yt3.ggpht.com/iVoz-2Ih50QbR5VCLpL4bg4mIT2A-GLakTjnepVDzEA1sVdhKobiELte7ra8-T4NbPawVvFo=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@SAHABATOENTA,@SAHABATOENTA,2 minggu yang lalu,https://www.youtube.com/watch?v=UEMXK7wqDDQ&lc=UgyB8MfLWMjFkm74DCd4AaABAg,Endog ayam ererq,1,,Terjemahkan ke bahasa Indonesia,,,,,
https://yt3.ggpht.com/JMMELaiom9YRvb_Ye2lU0nTiaLcMhAKR94469Ohr9baAQ06Ojk5qJRb4_mglsl98ToflQ_Lv=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@rizmi.official,@rizmi.official,2 minggu yang lalu,https://www.youtube.com/watch?v=UEMXK7wqDDQ&lc=UgwhF4vVGYLdgqX44tZ4AaABAg,Ada pemain baru malah pakai pemain lawack kocak terus dyren lgi bagus² nya malah di ganti dan apa dan² edan lawack EMG lu rrq,1,,,,,,,
https://yt3.ggpht.com/ytc/AIdro_kLXzgCjvKKrpab90SvDERumCOuE4LiSG7CNPgbIynw4xBmOh9JymCnwXWaJPuxcH3Fow=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@ndtw_12,@ndtw_12,2 minggu yang lalu,https://www.youtube.com/watch?v=UEMXK7wqDDQ&lc=UgzsAWwo6tbVJp_oOHt4AaABAg,sutsujin help sutsujin,,,,,,,,
,https://www.youtube.com/@amec2218,@amec2218,2 minggu yang lalu,https://www.youtube.com/watch?v=UEMXK7wqDDQ&lc=UgwXi6bGIPvSA4obZIx4AaABAg,tandain & cari komentar gua di postingan PROF KB pas podcast sama IDOK RINZ,,,,,,,,
,https://www.youtube.com/@adewijaya5299,@adewijaya5299,2 minggu yang lalu,https://www.youtube.com/watch?v=UEMXK7wqDDQ&lc=Ugx7sIWRlTsUWOsaQ0R4AaABAg,Triooo superrrrr,,,Terjemahkan ke bahasa Indonesia,,,,,
,https://www.youtube.com/@CiciCici-l7t,@CiciCici-l7t,2 minggu yang lalu,https://www.youtube.com/watch?v=UEMXK7wqDDQ&lc=UgzAUdDbNCVZ1QGsJSF4AaABAg,"PPQ, membadut lagi membadut lagi wkwkwkwkw",,,Terjemahkan ke bahasa Indonesia,,,,,
,https://www.youtube.com/@CR7-AS7,@CR7-AS7,2 minggu yang lalu,https://www.youtube.com/watch?v=UEMXK7wqDDQ&lc=UgxkdCVqXHkT9sSNSwh4AaABAg,"macth pertama ban harley bagong,game ke 2 di lepas",,,Terjemahkan ke bahasa Indonesia,,,,,
,https://www.youtube.com/@RoniAgustina-e2k,@RoniAgustina-e2k,2 minggu yang lalu,https://www.youtube.com/watch?v=UEMXK7wqDDQ&lc=UgylKKahxAJ3-mzHjlt4AaABAg,"Buat tim mpl id gl usah drama² roster klo ujung²nya bapuk,mau kalah banyak drama",,,,,,,,
,https://www.youtube.com/@vezeofficial3096,@vezeofficial3096,2 minggu yang lalu,https://www.youtube.com/watch?v=UEMXK7wqDDQ&lc=UgwtwTz9nu55gVJdf8t4AaABAg,tolong caster di tengah dari tadi berat banget ke tim popoke(ppq),,,,,,,,
,https://www.youtube.com/@KecoaBerkilau,@KecoaBerkilau,2 minggu yang lalu,https://www.youtube.com/watch?v=UEMXK7wqDDQ&lc=UgwQfslpjdFeyJhm11x4AaABAg,"Pick marcel tapi ulti ga pernah dikeluarin, keburu mokad duluan melulu wkwkwk aneh",,,,,,,,
,https://www.youtube.com/@candra4225,@candra4225,2 minggu yang lalu,https://www.youtube.com/watch?v=UEMXK7wqDDQ&lc=UgzhkV55_WROVeKqCl54AaABAg,"Niat nonton version updete RRQ menjadi SuperRRQ,.. adeuh malah jadi DEFEATRRQ adeuh adeuh,..",,,Terjemahkan ke bahasa Indonesia,,,,,
,https://www.youtube.com/@AdeFebrian-p6p,@AdeFebrian-p6p,2 minggu yang lalu,https://www.youtube.com/watch?v=UEMXK7wqDDQ&lc=Ugxpo50mXwqukLl2PFt4AaABAg,Roster lokalll,,,Terjemahkan ke bahasa Indonesia,,,,,
,https://www.youtube.com/@DdhfggffhFgdgg,@DdhfggffhFgdgg,2 minggu yang lalu,https://www.youtube.com/watch?v=UEMXK7wqDDQ&lc=UgwQJEMVoh_DzU_fe6J4AaABAg,Hadeh superrrr superrr,,,,,,,,
,https://www.youtube.com/@ZiyadNashri-s1y,@ZiyadNashri-s1y,2 minggu yang lalu,https://www.youtube.com/watch?v=UEMXK7wqDDQ&lc=UgzumfVBABi-RjRVCct4AaABAg&pp=0gcJCSIANpG00pGi,rrq kocak ituh wkwkwkkww gembel rrq kocak,,,,,,,,
,https://www.youtube.com/@Hend0__0,@Hend0__0,2 minggu yang lalu,https://www.youtube.com/watch?v=UEMXK7wqDDQ&lc=Ugz73T7No29lhVd13J14AaABAg&pp=0gcJCSIANpG00pGi,Lucu bangetttt komen2ny rrq rrq,,,,,,,,
https://yt3.ggpht.com/iVoz-2Ih50QbR5VCLpL4bg4mIT2A-GLakTjnepVDzEA1sVdhKobiELte7ra8-T4NbPawVvFo=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@SAHABATOENTA,@SAHABATOENTA,2 minggu yang lalu,https://www.youtube.com/watch?v=UEMXK7wqDDQ&lc=UgyB8MfLWMjFkm74DCd4AaABAg,Endog ayam ererq,1,https://www.youtube.com/s/gaming/emoji/7ff574f2/emoji_u1f605.png,Terjemahkan ke bahasa Indonesia,,,,,
https://yt3.ggpht.com/JMMELaiom9YRvb_Ye2lU0nTiaLcMhAKR94469Ohr9baAQ06Ojk5qJRb4_mglsl98ToflQ_Lv=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@rizmi.official,@rizmi.official,2 minggu yang lalu,https://www.youtube.com/watch?v=UEMXK7wqDDQ&lc=UgwhF4vVGYLdgqX44tZ4AaABAg,Ada pemain baru malah pakai pemain lawack kocak terus dyren lgi bagus² nya malah di ganti dan apa dan² edan lawack EMG lu rrq,1,https://www.youtube.com/s/gaming/emoji/7ff574f2/emoji_u1f602.png,,,,,,
https://yt3.ggpht.com/ytc/AIdro_kLXzgCjvKKrpab90SvDERumCOuE4LiSG7CNPgbIynw4xBmOh9JymCnwXWaJPuxcH3Fow=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@ndtw_12,@ndtw_12,2 minggu yang lalu,https://www.youtube.com/watch?v=UEMXK7wqDDQ&lc=UgzsAWwo6tbVJp_oOHt4AaABAg,sutsujin help sutsujin,,https://www.youtube.com/s/gaming/emoji/7ff574f2/emoji_u1f602.png,,,,,,
https://yt3.ggpht.com/ytc/AIdro_leUklhIlOiLaljT83Lx6ZTB0OjH4gGLmajdvSsKvE=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@amec2218,@amec2218,2 minggu yang lalu,https://www.youtube.com/watch?v=UEMXK7wqDDQ&lc=UgwXi6bGIPvSA4obZIx4AaABAg,tandain & cari komentar gua di postingan PROF KB pas podcast sama IDOK RINZ,,https://www.youtube.com/s/gaming/emoji/7ff574f2/emoji_u1f602.png,,,,,,
https://yt3.ggpht.com/ytc/AIdro_lqvRsMsD1K9hkneePXUxTtgsHMbtOP080SEqGRMQVDwvc=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@adewijaya5299,@adewijaya5299,2 minggu yang lalu,https://www.youtube.com/watch?v=UEMXK7wqDDQ&lc=Ugx7sIWRlTsUWOsaQ0R4AaABAg,Triooo superrrrr,,,Terjemahkan ke bahasa Indonesia,,,,,
https://yt3.ggpht.com/ytc/AIdro_kr4bNGofmTMPp5MZXDPMJK5LVxode4q5XfL_KkDT6k-92DsDa2ZJkQL47K5Z7lphmMUw=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@CiciCici-l7t,@CiciCici-l7t,2 minggu yang lalu,https://www.youtube.com/watch?v=UEMXK7wqDDQ&lc=UgzAUdDbNCVZ1QGsJSF4AaABAg,"PPQ, membadut lagi membadut lagi wkwkwkwkw",,,Terjemahkan ke bahasa Indonesia,,,,,
https://yt3.ggpht.com/YjiAud5hSkz1lGwIp0JJuNAsfWQJoJNZEUOWJHHP7aN88K9r3UZjh8ktGijgvHi-XjBXyp8ht8o=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@CR7-AS7,@CR7-AS7,2 minggu yang lalu,https://www.youtube.com/watch?v=UEMXK7wqDDQ&lc=UgxkdCVqXHkT9sSNSwh4AaABAg,"macth pertama ban harley bagong,game ke 2 di lepas",,https://www.youtube.com/s/gaming/emoji/7ff574f2/emoji_u1f602.png,Terjemahkan ke bahasa Indonesia,,,,,
https://yt3.ggpht.com/ytc/AIdro_kNn6ML5JlhLrSoExrtw_OWTxjwv-pPPh8GhTrE49w-bzrwzJrjG1FoMdgRo3BUt4v3Gw=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@RoniAgustina-e2k,@RoniAgustina-e2k,2 minggu yang lalu,https://www.youtube.com/watch?v=UEMXK7wqDDQ&lc=UgylKKahxAJ3-mzHjlt4AaABAg,"Buat tim mpl id gl usah drama² roster klo ujung²nya bapuk,mau kalah banyak drama",,https://www.youtube.com/s/gaming/emoji/7ff574f2/emoji_u1f602.png,,,,,,
https://yt3.ggpht.com/E9XZNMapfchnn4GGzCuhomMTrgRz6PJ9qTJRVDYYpjs5dvZsNooXb_08-K-4MthNh4bDOpfSxto=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@vezeofficial3096,@vezeofficial3096,2 minggu yang lalu,https://www.youtube.com/watch?v=UEMXK7wqDDQ&lc=UgwtwTz9nu55gVJdf8t4AaABAg,tolong caster di tengah dari tadi berat banget ke tim popoke(ppq),,,,,,,,
https://yt3.ggpht.com/ytc/AIdro_nHNmhgK4mtwlkvbYzWQNsHe7dvV4nJKisK6SmVW8O7u9Pa8T0cWxyinae9f8_eisKzEw=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@KecoaBerkilau,@KecoaBerkilau,2 minggu yang lalu,https://www.youtube.com/watch?v=UEMXK7wqDDQ&lc=UgwQfslpjdFeyJhm11x4AaABAg,"Pick marcel tapi ulti ga pernah dikeluarin, keburu mokad duluan melulu wkwkwk aneh",,,,,,,,
https://yt3.ggpht.com/ytc/AIdro_lE_o3vVJf3M-hXHqD2wloeiJgPpfpSZ3bWtFODxkSrT7o=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@candra4225,@candra4225,2 minggu yang lalu,https://www.youtube.com/watch?v=UEMXK7wqDDQ&lc=UgzhkV55_WROVeKqCl54AaABAg,"Niat nonton version updete RRQ menjadi SuperRRQ,.. adeuh malah jadi DEFEATRRQ adeuh adeuh,..",,,Terjemahkan ke bahasa Indonesia,,,,,
https://yt3.ggpht.com/Ci8CLHo6IkM94mp4exm4IAPtcmfPqiH-j0F2BzK40mJgmVbNDM6_HRga-_QV4n-rf12gAFRZCw=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@AdeFebrian-p6p,@AdeFebrian-p6p,2 minggu yang lalu,https://www.youtube.com/watch?v=UEMXK7wqDDQ&lc=Ugxpo50mXwqukLl2PFt4AaABAg,Roster lokalll,,,Terjemahkan ke bahasa Indonesia,,,,,
https://yt3.ggpht.com/ytc/AIdro_l0DUdxEX21czSNEjPg1WmEDvygJXSACsjzmY6GjcN4gWcRDE3X6Anb70DtjYOUCRa2CA=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@DdhfggffhFgdgg,@DdhfggffhFgdgg,2 minggu yang lalu,https://www.youtube.com/watch?v=UEMXK7wqDDQ&lc=UgwQJEMVoh_DzU_fe6J4AaABAg,Hadeh superrrr superrr,,https://www.youtube.com/s/gaming/emoji/7ff574f2/emoji_u1f602.png,,,,,,
https://yt3.ggpht.com/ytc/AIdro_nhAX4uk8--6AAwRQ2GbVpFfMBYNQQen_9nswNEw0Zu1RK2Vx9e7Du7VXPpxLb17cq9TQ=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@ZiyadNashri-s1y,@ZiyadNashri-s1y,2 minggu yang lalu,https://www.youtube.com/watch?v=UEMXK7wqDDQ&lc=UgzumfVBABi-RjRVCct4AaABAg&pp=0gcJCSIANpG00pGi,rrq kocak ituh wkwkwkkww gembel rrq kocak,,,,,,,,
https://yt3.ggpht.com/9WMwhN5g_xSwn_hlhnMcDgTzqUQPCsRMfMFOVb1B7IKE7gvozRoKTsHJgKot3Vjb78deOq6KXA=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@Hend0__0,@Hend0__0,2 minggu yang lalu,https://www.youtube.com/watch?v=UEMXK7wqDDQ&lc=Ugz73T7No29lhVd13J14AaABAg&pp=0gcJCSIANpG00pGi,Lucu bangetttt komen2ny rrq rrq,,https://www.youtube.com/s/gaming/emoji/7ff574f2/emoji_u1f602.png,,,,,,
https://yt3.ggpht.com/RDPx-3k38XeEgQEbc25inJ5jAfDYCyGp2QYVwfBpGKI8ommwYEkSHc8P3kNEIZcIEHIqAjIwB8E=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@zack_loser,@zack_loser,2 minggu yang lalu,https://www.youtube.com/watch?v=UEMXK7wqDDQ&lc=Ugx_DoLNpSGfLAyKd-54AaABAg,ADA HERO CUUUY,1,,Terjemahkan ke bahasa Indonesia,,,,,
https://yt3.ggpht.com/ytc/AIdro_kjnsWrn8KO3QUzhpjm97MZN1OdbtUB5KF6uZtaWYDq3hA=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@ahmadarief1026,@ahmadarief1026,2 minggu yang lalu,https://www.youtube.com/watch?v=UEMXK7wqDDQ&lc=Ugz_GnUTzpMm5jm5KFJ4AaABAg,Yg di ganti mala jungler sama exp,,https://www.youtube.com/s/gaming/emoji/7ff574f2/emoji_u1f602.png,,,,,,
